"drivers_id";"driver_type";"primary_site";"cancer_type";"method"
1990;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
1991;"cancer";"breast";"breast_cancer";"Paper-specific"
1992;"cancer";"stomach";"mucinous_gastric_cancer";"Recurrence-based"
1993;"cancer";"multiple";"pan-cancer_adult";"MuSiC"
1994;"cancer";"breast";"breast_cancer";"MutSigNC"
1995;"cancer";"multiple";"";""
1996;"cancer";"blood";"follicular_lymphoma";"MuSiC"
1997;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
1998;"cancer";"multiple";"pan-cancer_adult";"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"
1999;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"MutSig"
2000;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"MutSig"
2001;"cancer";"prostate";"prostate_cancer";"MutSig"
2002;"cancer";"ovary";"ovarian_cancer";"MutSig, MuSiC"
2003;"cancer";"blood";"cutaneous_DLBCL";"MuSiC"
2004;"cancer";"multiple";"";"-"
2005;"cancer";"multiple";"";""
2006;"cancer";"blood";"non-Hodgkin_lymphoma";"Greenman-based"
2007;"cancer";"prostate";"prostate_cancer";"MutSig"
2008;"cancer";"blood";"follicular_lymphoma";"Recurrence-based"
2009;"cancer";"breast";"breast_cancer";"Recurrence-based, Literature-based"
2010;"cancer";"brain";"glioblastoma";"InVEx, MutSig"
2011;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
2012;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"MutSig"
2013;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
2014;"cancer";"brain";"pan-glioma";"MutSig"
2015;"cancer";"hepatobiliary";"hepatocellular_carcinoma";"MutSig, Recurrence-based"
2016;"cancer";"uterus";"endometrial_cancer";"MutSig"
2017;"cancer";"brain";"glioblastoma";"InVEx, MutSig"
2018;"cancer";"blood";"follicular_lymphoma";"MuSiC"
2019;"cancer";"multiple";"pan-cancer_adult";"MuSiC"
2020;"cancer";"pancreas";"pancreatic_neoplastic_cysts";"Recurrence-based"
2021;"cancer";"blood";"multiple_myeloma";"dNdScv"
2022;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
2023;"cancer";"blood";"follicular_lymphoma";"Recurrence-based"
2024;"cancer";"hepatobiliary";"hepatocellular_carcinoma, cholangiocarcinoma";"Literature-based"
2025;"cancer";"peripheral_nervous_system";"neuroblastoma";"Paper-specific"
2026;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
2027;"cancer";"kidney";"rhabdoid_tumour";"MutSig"
2028;"cancer";"hepatobiliary";"hepatocellular_carcinoma, cholangiocarcinoma";"Literature-based"
2029;"cancer";"multiple";"pan-cancer_adult";"ncDriver"
2030;"cancer";"blood";"burkitt lymphoma";"Recurrence-based"
2031;"cancer";"small_intestine";"ampullary_adenocarcinoma";"Recurrence-based"
2032;"cancer";"blood";"follicular_lymphoma";"MuSiC"
2033;"cancer";"multiple";"";"-"
2034;"cancer";"brain";"medulloblastoma";"MuSiC"
2035;"cancer";"blood";"chronic_lymphocytic_leukemia";"Recurrence-based"
2036;"cancer";"blood";"chronic_lymphocytic_leukemia";"MutSig"
2037;"cancer";"blood";"T-cell_leukemia/lymphoma";"MutSig"
2038;"cancer";"blood";"chronic_lymphocytic_leukemia";"MutSig"
2039;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
2040;"cancer";"hepatobiliary";"hepatocellular_carcinoma";"MutSig"
2041;"cancer";"multiple";"pan-cancer_adult";"MutSig"
2042;"cancer";"blood";"dlblc, follicular_lymphoma";"Paper-specific"
2043;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
2044;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"MutSig"
2045;"cancer";"multiple";"";"-"
2046;"cancer";"blood";"chronic_lymphocytic_leukemia";"MutSig"
2047;"cancer";"blood";"burkitt lymphoma";"IntOGen"
2048;"cancer";"blood";"cutaneous_DLBCL";"MuSiC"
2049;"cancer";"multiple";"pan-cancer_adult";"MutSigCV, 20/20"
2050;"cancer";"multiple";"pan-cancer_adult";"MutSig"
2051;"cancer";"blood";"multiple_myeloma";"dNdScv"
2052;"cancer";"multiple";"pan-cancer_adult";"MutSigCV, 20/20"
2053;"cancer";"blood";"follicular_lymphoma";"Recurrence-based"
2054;"cancer";"blood";"acute_myeloid_leukemia";"MuSiC"
2055;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
2056;"cancer";"multiple";"pan-cancer_paediatric";"GRIN, MutSig"
2057;"cancer";"multiple";"pan-cancer_adult";"MutSigCV, 20/20"
2058;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
2059;"cancer";"multiple";"pan-cancer_paediatric";"GRIN, MutSig"
2060;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
2061;"cancer";"multiple";"pan-cancer_adult";"MutSigCV, 20/20"
2062;"cancer";"multiple";"";"-"
2063;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
2064;"cancer";"blood";"follicular_lymphoma";"MuSiC"
2065;"cancer";"blood";"acute_myeloid_leukemia";"Recurrence-based"
2066;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
2067;"cancer";"blood";"follicular_lymphoma";"MuSiC"
2068;"cancer";"multiple";"";"-"
2069;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
2070;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
2071;"cancer";"multiple";"pan-cancer_paediatric";"GRIN, MutSig"
2072;"cancer";"multiple";"";"-"
2073;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
2074;"cancer";"multiple";"pan-cancer_paediatric";"GRIN, MutSig"
2075;"cancer";"blood";"chronic_lymphocytic_leukemia";"MutSig"
2076;"cancer";"multiple";"pan-cancer_adult";"MutSig"
2077;"cancer";"uterus";"endometrial_cancer";"MuSiC"
2078;"cancer";"blood";"multiple_myeloma";"dNdScv"
2079;"cancer";"multiple";"";"-"
2080;"cancer";"blood";"follicular_lymphoma";"Recurrence-based"
2081;"cancer";"multiple";"pan-cancer_paediatric";"GRIN, MutSig"
2082;"cancer";"blood";"juvenile_myelomonocytic_leukemia";"Paper-specific, Literature-based"
2083;"cancer";"blood";"acute_lymphocytic_leukemia";"Recurrence-based"
2084;"cancer";"multiple";"";"-"
2085;"cancer";"multiple";"";"-"
2086;"cancer";"thyroid";"papillary_thyroid_cancer";"MutSig"
2087;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
2088;"cancer";"breast";"triple_negative_breast_cancer";"Recurrence-based, Paper-specific"
2089;"cancer";"multiple";"pan-cancer_adult";"MuSiC"
2090;"cancer";"multiple";"";"-"
2091;"cancer";"blood";"acute_monocytic_leukemia";"Recurrence-based"
2092;"cancer";"blood";"follicular_lymphoma";"Recurrence-based"
2093;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
2094;"cancer";"stomach";"gastric_adenocarcinoma";"Wood-based"
2095;"cancer";"multiple";"";"-"
2096;"cancer";"breast";"breast_cancer";"MuSiC"
2097;"cancer";"multiple";"";"-"
2098;"cancer";"penis";"penile_squamous_cancer";"IntOGen, Literature-based"
2099;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
2100;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
2101;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
2102;"cancer";"multiple";"pan-cancer_adult";"DriverPower"
2103;"cancer";"multiple";"";"-"
2104;"cancer";"blood";"dlblc, follicular_lymphoma";"Paper-specific"
2105;"cancer";"multiple";"";"-"
2106;"cancer";"uterus";"endometrial_cancer";"MuSiC"
2107;"cancer";"breast";"breast_cancer";"MuSiC"
2108;"cancer";"head_and_neck";"squamous_head_and_neck_cancer";"Recurrence-based"
2109;"cancer";"head_and_neck";"oral_squamous_cell_carcinoma";"OncodriveFM, Youn-based"
2110;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
2111;"cancer";"breast";"breast_cancer";"MutSig"
2112;"cancer";"prostate";"prostate_cancer";"MutSig"
2113;"cancer";"multiple";"pan-cancer_adult";"MutSig"
2114;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
2115;"cancer";"soft_tissue";"angiosarcoma";"Greenman-based"
2116;"cancer";"skin";"skin_basal_cell_carcinoma";"MutSig, TumOnc"
2117;"cancer";"lung";"lung_cancer_(all_histologies)";"MutSig"
2118;"cancer";"breast";"breast_cancer";"Recurrence-based"
2119;"cancer";"thyroid";"papillary_thyroid_cancer";"MutSig"
2120;"cancer";"bladder";"bladder_cancer";"MutSig"
2121;"cancer";"brain";"medulloblastoma";"MutSig"
2122;"cancer";"peripheral_nervous_system";"neuroblastoma";"Paper-specific"
2123;"cancer";"adrenal_gland";"pheochromocytoma,_paraganglioma";"MutSig"
2124;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
2125;"cancer";"brain";"glioblastoma";"InVEx, MutSig"
2126;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"Paper-specific"
2127;"cancer";"multiple";"";"-"
2128;"cancer";"blood";"chronic_myeloid_leukemia";"Recurrence-based, Literature-based"
2129;"cancer";"bladder";"bladder_cancer";"Wood-based, Recurrence-based"
2130;"cancer";"bladder";"bladder_cancer";"Wood-based"
2131;"cancer";"breast";"breast_cancer";"MutSig"
2132;"cancer";"breast";"breast_cancer";"MutSig"
2133;"cancer";"skin";"melanoma";"MutSig"
2134;"cancer";"hepatobiliary";"hepatocellular_carcinoma, cholangiocarcinoma";"Literature-based"
2135;"cancer";"pan-gynecological and breast";"pan-gynecological and breast";"MutSigCV, 20/20"
2136;"cancer";"thyroid";"anaplastic_thyroid_carcinoma";"Recurrence-based, Literature-based"
2137;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
2138;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"Wood-based"
2139;"cancer";"breast";"breast_cancer";"MuSiC"
2140;"cancer";"bone";"chondroblastoma";"Recurrence-based"
2141;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
2142;"cancer";"breast";"breast_cancer";"MutSig"
2143;"cancer";"multiple";"pan-cancer_adult";"MutSig"
2144;"cancer";"brain";"diffuse_intrinsic_pontine_glioma";"Recurrence-based"
2145;"cancer";"multiple";"pan-cancer_adult";"HOTNET2"
2146;"cancer";"breast";"breast_cancer";"Paper-specific"
2147;"cancer";"brain";"astrocytoma";"Recurrence-based"
2148;"cancer";"multiple";"";"-"
2149;"cancer";"multiple";"";"-"
2150;"cancer";"thymus";"thymic_carcinoma";"Recurrence-based"
2151;"cancer";"multiple";"pan-cancer_paediatric";"MuSiC"
2152;"cancer";"bone";"bone_giant_cell_tumour";"Recurrence-based"
2153;"cancer";"multiple";"pan-cancer_adult";"ncDriver"
2154;"cancer";"thymus";"thymic_carcinoma";"MutSig"
2155;"cancer";"multiple";"pan-cancer_adult";"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"
2156;"cancer";"stomach";"gastric_adenocarcinoma";"Recurrence-based"
2157;"cancer";"multiple";"pan-cancer_adult";"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"
2158;"cancer";"multiple";"pan-cancer_adult";"MuSiC"
2159;"cancer";"bladder";"bladder_cancer";"MutSig"
2160;"cancer";"multiple";"";""
2161;"cancer";"brain";"glioblastoma";"Recurrence-based"
2162;"cancer";"blood";"T-cell_leukemia/lymphoma";"MutSig"
2163;"cancer";"multiple";"pan-cancer_adult";"MutSig"
2164;"cancer";"thyroid";"papillary_thyroid_cancer";"Recurrence-based"
2165;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
2166;"cancer";"multiple";"";"-"
2167;"cancer";"brain";"paediatric_low_grade_glioma";"MuSiC, Paper-specific"
2168;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
2169;"cancer";"brain";"glioma";"Recurrence-based"
2170;"cancer";"lung";"small_cell_lung_cancer";"Wood-based"
2171;"cancer";"head_and_neck";"squamous_head_and_neck_cancer";"MutSig"
2172;"cancer";"breast";"breast_cancer";"MutSig"
2173;"cancer";"bone";"chondroblastoma";"Recurrence-based"
2174;"cancer";"multiple";"pan-cancer_paediatric";"GRIN, MutSig"
2175;"cancer";"prostate";"prostate_cancer";"MutSig"
2176;"cancer";"multiple";"";"-"
2177;"cancer";"multiple";"";"-"
2178;"cancer";"bladder";"bladder_cancer";"MutSig"
2179;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
2180;"cancer";"breast";"breast_cancer";"SeqSig"
2181;"cancer";"multiple";"pan-cancer_adult";"DriverPower"
2182;"cancer";"blood";"burkitt lymphoma";"IntOGen"
2183;"cancer";"multiple";"pan-cancer_paediatric";"MuSiC"
2184;"cancer";"multiple";"";"-"
2185;"cancer";"blood";"burkitt lymphoma";"Recurrence-based"
2186;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"MutSig"
2187;"cancer";"bladder";"bladder_cancer";"Recurrence-based"
2188;"cancer";"stomach";"gastric_adenocarcinoma";"Recurrence-based"
2189;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
2190;"cancer";"penis";"penile_squamous_cancer";"IntOGen, Literature-based"
2191;"cancer";"multiple";"pan-cancer_adult";"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"
2192;"cancer";"skin";"melanoma";"Paper-specific"
2193;"cancer";"bladder";"bladder_cancer";"MutSig"
2194;"cancer";"multiple";"pan-cancer_adult";"DriverPower"
2195;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
2196;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
2197;"cancer";"skin";"melanoma";"Paper-specific"
2198;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
2199;"cancer";"blood";"burkitt lymphoma";"Recurrence-based"
2200;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
2201;"cancer";"prostate";"prostate_cancer";"MutSig"
2202;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
2203;"cancer";"breast";"triple_negative_breast_cancer";"Recurrence-based, Paper-specific"
2204;"cancer";"multiple";"pan-cancer_adult";"MuSiC"
2205;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
2206;"cancer";"multiple";"";"-"
2207;"cancer";"brain";"oligodendroglioma";"Recurrence-based"
2208;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
2209;"cancer";"brain";"glioblastoma";"Paper-specific"
2210;"cancer";"brain";"glioblastoma";"InVEx, MutSig"
2211;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
2212;"cancer";"multiple";"";"-"
2213;"cancer";"blood";"acute_myeloid_leukemia";"MuSiC"
2214;"cancer";"blood";"chronic_myeloid_leukemia";"Recurrence-based, Literature-based"
2215;"cancer";"skin";"melanoma";"InVEx, MutSig"
2216;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
2217;"cancer";"brain";"low_grade_glioma";"MutSig"
2218;"cancer";"multiple";"";"-"
2219;"cancer";"lung";"lung_cancer_(all_histologies)";"MutSig"
2220;"cancer";"brain";"pan-glioma";"MutSig"
2221;"cancer";"pancreas";"pancreatic_cancer_(all_histologies)";"HOTNET2, OncodriveFM, MutSig"
2222;"cancer";"hepatobiliary";"cholangiocarcinoma";"Recurrence-based"
2223;"cancer";"blood";"acute_promyelocytic_leukemia";"Recurrence-based"
2224;"cancer";"blood";"acute_myeloid_leukemia";"Recurrence-based"
2225;"cancer";"hepatobiliary";"cholangiocarcinoma";"MutSig"
2226;"cancer";"hepatobiliary";"biliary_tract_cancer";"MutSig"
2227;"cancer";"multiple";"";"-"
2228;"cancer";"uterus";"uterine_carcinosarcoma";"MutSig"
2229;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
2230;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
2231;"cancer";"multiple";"pan-cancer_paediatric";"MuSiC"
2232;"cancer";"colorectal";"colorectal_adenocarcinoma";"MutSig"
2233;"cancer";"breast";"breast_cancer";"MutSig"
2234;"cancer";"hepatobiliary";"cholangiocarcinoma";"Wood-based"
2235;"cancer";"skin";"mucosal_melanoma";"Recurrence-based"
2236;"cancer";"lung";"lung_squamous_cell_carcinoma";"MutSig"
2237;"cancer";"brain";"low_grade_glioma";"Recurrence-based"
2238;"cancer";"head_and_neck";"squamous_head_and_neck_cancer";"MutSig"
2239;"cancer";"hepatobiliary";"cholangiocarcinoma";"MutSigCV, IntOGen"
2240;"cancer";"multiple";"pan-cancer_adult";"MuSiC"
2241;"cancer";"skin";"melanoma";"MutSig"
2242;"cancer";"multiple";"pan-cancer_adult";"MutSig"
2243;"cancer";"multiple";"pan-cancer_adult";"MutSig"
2244;"cancer";"esophagus";"esophageal_squamous_carcinoma";"MutSig"
2245;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
2246;"cancer";"multiple";"pan-cancer_paediatric";"GRIN, MutSig"
2247;"cancer";"hepatobiliary";"hepatocellular_carcinoma";"Recurrence-based"
2248;"cancer";"blood";"acute_promyelocytic_leukemia";"Recurrence-based"
2249;"cancer";"stomach";"gastric_adenocarcinoma";"Recurrence-based"
2250;"cancer";"multiple";"";"-"
2251;"cancer";"blood";"acute_myeloid_leukemia";"Paper-specific"
2252;"cancer";"pan-gastric";"pan-gastric";"MutSig2CV"
2253;"cancer";"blood";"multiple_myeloma";"MutSig"
2254;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
2255;"cancer";"multiple";"pan-cancer_adult";"MutSig"
2256;"cancer";"multiple";"";"-"
2257;"cancer";"hepatobiliary";"biliary_tract_cancer";"MutSig"
2258;"cancer";"blood";"T-cell_leukemia/lymphoma";"MutSig"
2259;"cancer";"blood";"myeloproliferative_neoplasm";"Paper-specific"
2260;"cancer";"brain";"glioblastoma";"Wood-based"
2261;"cancer";"multiple";"pan-cancer_adult";"HOTNET2"
2262;"cancer";"skin";"melanoma";"MuSiC"
2263;"cancer";"multiple";"pan-cancer_adult";"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"
2264;"cancer";"head_and_neck";"nasopharyngeal_carcinoma";"MutSig"
2265;"cancer";"multiple";"";""
2266;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"MutSig"
2267;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
2268;"cancer";"skin";"desmoplastic_melanoma";"Recurrence-based, Literature-based"
2269;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
2270;"cancer";"bone";"chondrosarcoma";"Recurrence-based"
2271;"cancer";"blood";"chronic_lymphocytic_leukemia";"MutSig"
2272;"cancer";"multiple";"";"-"
2273;"cancer";"multiple";"pan-cancer_adult";"MutSig"
2274;"cancer";"brain";"glioblastoma";"MutComFocal"
2275;"cancer";"stomach";"gastric_cancer";"Recurrence-based"
2276;"cancer";"blood";"dlblc, follicular_lymphoma";"Paper-specific"
2277;"cancer";"blood";"acute_myeloid_leukemia";"Recurrence-based"
2278;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
2279;"cancer";"blood";"multiple_myeloma";"dNdScv"
2280;"cancer";"brain";"glioma";"Recurrence-based"
2281;"cancer";"blood";"non-Hodgkin_lymphoma";"Greenman-based"
2282;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
2283;"cancer";"head_and_neck";"squamous_head_and_neck_cancer";"MuSiC"
2284;"cancer";"blood";"non-Hodgkin_lymphoma";"Greenman-based"
2285;"cancer";"blood";"acute_myeloid_leukemia";"MuSiC"
2286;"cancer";"skin";"mucosal_melanoma";"OncodriveFM, OncodriveClust, OncodriveFML, MuSiC2, 20/20+, dNdScv, MutSigCV, Literature-based"
2287;"cancer";"brain";"low_grade_glioma";"MutSig"
2288;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
2289;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
2290;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
2291;"cancer";"brain";"pan-glioma";"MutSig"
2292;"cancer";"multiple";"";"-"
2293;"cancer";"hepatobiliary";"cholangiocarcinoma";"MutSig"
2294;"cancer";"multiple";"";"-"
2295;"cancer";"hepatobiliary";"cholangiocarcinoma";"MutSigCV, IntOGen"
2296;"cancer";"multiple";"pan-cancer_paediatric";"MuSiC"
2297;"cancer";"multiple";"pan-cancer_adult";"MuSiC"
2298;"cancer";"multiple";"pan-cancer_adult";"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"
2299;"cancer";"blood";"T-cell_leukemia/lymphoma";"MutSig"
2300;"cancer";"cervix";"cervical_cancer_(all_histologies)";"MutSig"
2301;"cancer";"multiple";"pan-cancer_adult";"MutSig"
2302;"cancer";"multiple";"pan-cancer_adult";"ncDriver"
2303;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
2304;"cancer";"multiple";"pan-cancer_paediatric";"GRIN, MutSig"
2305;"cancer";"blood";"T-cell_leukemia/lymphoma";"MutSig"
2306;"cancer";"lung";"lung_cancer_(all_histologies)";"MutSig"
2307;"cancer";"multiple";"pan-cancer_adult";"MutSig"
2308;"cancer";"head_and_neck";"squamous_head_and_neck_cancer";"MutSig"
2309;"cancer";"blood";"acute_promyelocytic_leukemia";"Recurrence-based"
2310;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"MutSig"
2311;"cancer";"blood";"chronic_myelomonocytic_leukemia";"Recurrence-based"
2312;"cancer";"soft_tissue";"angiosarcoma";"Greenman-based"
2313;"cancer";"multiple";"pan-cancer_adult";"MutSig"
2314;"cancer";"blood";"follicular_lymphoma";"MuSiC"
