"entrez";"symbol";"pubmed_id";"type";"organ_system";"primary_site";"cancer_type";"method";"coding_status";"cgc_annotation";"vogelstein_annotation";"saito_annotation";"NCG_oncogene";"NCG_tsg";"driver_type";"drivers_id"
1657;"DMXL1";21822264;"WES";"Developmental gastrointestinal";"hepatobiliary";"hepatocellular_carcinoma";"Recurrence-based";"coding";"";"";"";"";"";"cancer";1176
1499;"CTNNB1";29489754;"Pan-cancer";"Multiple";"multiple";"pan-cancer_paediatric";"MuSiC";"coding";"oncogene, fusion";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";1177
1616;"DAXX";32025015;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver";"coding";"oncogene, TSG";"TSG";"";"0.0";"1.0";"cancer";1178
1660;"DHX9";29625053;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"PanSoftWare";"coding";"";"";"";"";"";"cancer";1179
1616;"DAXX";22286061;"WES";"Soft tissue";"brain";"glioblastoma";"Recurrence-based";"coding";"oncogene, TSG";"TSG";"";"0.0";"1.0";"cancer";1180
1660;"DHX9";29617667;"WES";"Multiple";"multiple";"pan-cancer_adult";"MutSigCV, 20/20";"coding";"";"";"";"";"";"cancer";1181
1234;"CCR5";20668451;"Gene Panel";"Thoracic";"lung";"lung_cancer_(all_histologies)";"Wood-based";"coding";"";"";"";"";"";"cancer";1182
1662;"DDX10";25730765;"WGS";"Hematologic and lymphatic";"blood";"acute_lymphocytic_leukemia";"Recurrence-based";"coding";"TSG, fusion";"";"";"0.0";"1.0";"cancer";1183
1499;"CTNNB1";22561517;"WES";"Developmental gastrointestinal";"hepatobiliary";"hepatocellular_carcinoma";"Recurrence-based";"coding";"oncogene, fusion";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";1184
1236;"CCR7";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"oncogene";"";"";"1.0";"0.0";"cancer";1185
1662;"DDX10";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"TSG, fusion";"";"";"0.0";"1.0";"cancer";1186
1616;"DAXX";23539594;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"oncogene, TSG";"TSG";"";"0.0";"1.0";"cancer";1187
1499;"CTNNB1";22980975;"WES";"Thoracic";"lung";"lung_adenocarcinoma";"InVEx";"coding";"oncogene, fusion";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";1188
1236;"CCR7";26437031;"WGS-WES-Gene Panel";"Hematologic and lymphatic";"blood";"T-cell_leukemia/lymphoma";"MutSig";"coding";"oncogene";"";"";"1.0";"0.0";"cancer";1189
1665;"DHX15";29489755;"Pan-cancer";"Multiple";"multiple";"pan-cancer_paediatric";"GRIN, MutSig";"coding";"";"";"";"";"";"cancer";1190
1499;"CTNNB1";22832583;"WGS-WES";"Soft tissue";"brain";"medulloblastoma";"MutSig";"coding";"oncogene, fusion";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";1191
1687;"GSDME";27325650;"WES";"Urologic";"penis";"penile_squamous_cancer";"IntOGen, Literature-based";"coding";"";"";"";"";"";"cancer";1192
1616;"DAXX";26939876;"Gene Panel";"Gynecologic";"breast";"triple_negative_breast_cancer";"Recurrence-based, Paper-specific";"coding";"oncogene, TSG";"TSG";"";"0.0";"1.0";"cancer";1193
1729;"DIAPH1";27149842;"WES";"Core gastrointestinal";"colorectal";"colorectal_adenocarcinoma";"MutSig";"coding";"";"";"";"";"";"cancer";1194
1240;"CMKLR1";20668451;"Gene Panel";"Thoracic";"lung";"lung_cancer_(all_histologies)";"Wood-based";"coding";"";"";"";"";"";"cancer";1195
1729;"DIAPH1";28296713;"WES";"Skin";"skin";"mucosal_melanoma";"Recurrence-based";"coding";"";"";"";"";"";"cancer";1196
1622;"DBI";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";1197
1499;"CTNNB1";29945994;"WES";"Core gastrointestinal";"stomach";"gastric_adenocarcinoma";"Recurrence-based";"coding";"oncogene, fusion";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";1198
1729;"DIAPH1";24390350;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MutSig";"coding";"";"";"";"";"";"cancer";1199
1262;"CNGA4";25079317;"WES";"Core gastrointestinal";"stomach";"gastric_adenocarcinoma";"MutSig";"coding";"";"";"";"";"";"cancer";1200
1499;"CTNNB1";28667006;"WGS-WES-Gene Panel";"Developmental gastrointestinal";"hepatobiliary";"cholangiocarcinoma";"MutSigCV, IntOGen";"coding";"oncogene, fusion";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";1201
1729;"DIAPH1";22343534;"WES";"Hematologic and lymphatic";"blood";"diffuse_large_B-cell_lymphoma";"MutSig";"coding";"";"";"";"";"";"cancer";1202
1272;"CNTN1";22484628;"WES";"Core gastrointestinal";"stomach";"gastric_adenocarcinoma";"Recurrence-based";"coding";"";"";"";"";"";"cancer";1203
1730;"DIAPH2";29625053;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"PanSoftWare";"coding";"";"";"";"";"";"cancer";1204
1740;"DLG2";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";1205
1741;"DLG3";18772397;"WES";"Developmental gastrointestinal";"pancreas";"pancreatic_ductal_adenocarcinoma";"Wood-based";"coding";"";"";"";"";"";"cancer";1206
1630;"DCC";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"";"";"";"0.0";"0.0";"cancer";1207
1499;"CTNNB1";20668451;"Gene Panel";"Gynecologic";"ovary";"ovarian_cancer";"Wood-based";"coding";"oncogene, fusion";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";1208
1277;"COL1A1";29489754;"Pan-cancer";"Multiple";"multiple";"pan-cancer_paediatric";"MuSiC";"coding";"";"";"";"";"";"cancer";1209
1756;"DMD";29625053;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"PanSoftWare";"coding";"";"";"";"";"";"cancer";1210
1499;"CTNNB1";24132290;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MuSiC";"coding";"oncogene, fusion";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";1211
1756;"DMD";30107175;"WES";"Endocrine";"thyroid";"hurthle_cell_carcinoma";"MutSig2CV, Recurrence-based, Literature-based";"coding";"";"";"";"";"";"cancer";1212
1756;"DMD";29354286;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncDriver";"noncoding";"";"";"";"";"";"cancer";1213
1630;"DCC";22842228;"WES";"Skin";"skin";"melanoma";"MuSiC";"coding";"";"";"";"0.0";"0.0";"cancer";1214
1756;"DMD";27311963;"WGS";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"noncoding";"";"";"";"";"";"cancer";1215
1630;"DCC";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"0.0";"0.0";"cancer";1216
1756;"DMD";22895193;"WES";"Core gastrointestinal";"colorectal";"colorectal_adenocarcinoma";"Wood-based";"coding";"";"";"";"";"";"cancer";1217
1756;"DMD";22484628;"WES";"Core gastrointestinal";"stomach";"gastric_adenocarcinoma";"Recurrence-based";"coding";"";"";"";"";"";"cancer";1218
1769;"DNAH8";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";1219
1770;"DNAH9";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";1220
1770;"DNAH9";28452984;"WES";"Hematologic and lymphatic";"blood";"chronic_myeloid_leukemia";"Recurrence-based, Literature-based";"coding";"";"";"";"";"";"cancer";1221
1770;"DNAH9";22156295;"WES";"Developmental gastrointestinal";"pancreas";"pancreatic_ductal_adenocarcinoma";"Recurrence-based";"coding";"";"";"";"";"";"cancer";1222
1770;"DNAH9";22817890;"WGS";"Hematologic and lymphatic";"blood";"acute_myeloid_leukemia";"Recurrence-based";"coding";"";"";"";"";"";"cancer";1223
1780;"DYNC1I1";24120142;"WES";"Soft tissue";"brain";"glioblastoma";"InVEx, MutSig";"coding";"";"";"";"";"";"cancer";1224
1785;"DNM2";23263491;"WES";"Hematologic and lymphatic";"blood";"acute_lymphoblastic_leukemia";"MuSiC";"coding";"TSG";"";"";"0.0";"1.0";"cancer";1225
1785;"DNM2";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"TSG";"";"";"0.0";"1.0";"cancer";1226
1785;"DNM2";29489755;"Pan-cancer";"Multiple";"multiple";"pan-cancer_paediatric";"GRIN, MutSig";"coding";"TSG";"";"";"0.0";"1.0";"cancer";1227
1785;"DNM2";22237106;"WGS";"Hematologic and lymphatic";"blood";"acute_lymphoblastic_leukemia";"Recurrence-based";"coding";"TSG";"";"";"0.0";"1.0";"cancer";1228
1786;"DNMT1";22976956;"Gene Panel";"Hematologic and lymphatic";"blood";"acute_myeloid_leukemia";"Recurrence-based";"coding";"";"Oncogene";"";"1.0";"0.0";"cancer";1229
1786;"DNMT1";26790612;"WES";"Head and neck";"head_and_neck";"squamous_head_and_neck_cancer";"MuSiC";"coding";"";"Oncogene";"";"1.0";"0.0";"cancer";1230
1786;"DNMT1";31558468;"WGS";"Hematologic and lymphatic";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based";"coding";"";"Oncogene";"";"1.0";"0.0";"cancer";1231
1786;"DNMT1";31558468;"WGS";"Hematologic and lymphatic";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based";"noncoding";"";"Oncogene";"";"1.0";"0.0";"cancer";1232
1786;"DNMT1";23539594;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"";"Oncogene";"";"1.0";"0.0";"cancer";1233
1788;"DNMT3A";29625053;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"PanSoftWare";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";1234
1788;"DNMT3A";23634996;"WGS-WES";"Hematologic and lymphatic";"blood";"acute_myeloid_leukemia";"MuSiC";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";1235
1788;"DNMT3A";26824661;"WGS-WES";"Soft tissue";"brain";"pan-glioma";"MutSig";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";1236
1788;"DNMT3A";26192916;"WGS-WES";"Hematologic and lymphatic";"blood";"cutaneous_T_cell_lymphoma";"MuSiC";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";1237
1788;"DNMT3A";22976956;"Gene Panel";"Hematologic and lymphatic";"blood";"acute_myeloid_leukemia";"Recurrence-based";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";1238
1788;"DNMT3A";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";1239
1788;"DNMT3A";24132290;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MuSiC";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";1240
1788;"DNMT3A";26437031;"WGS-WES-Gene Panel";"Hematologic and lymphatic";"blood";"T-cell_leukemia/lymphoma";"MutSig";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";1241
1788;"DNMT3A";24390350;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MutSig";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";1242
1788;"DNMT3A";27063598;"WES-Gene Panel";"Hematologic and lymphatic";"blood";"acute_promyelocytic_leukemia";"Recurrence-based";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";1243
1788;"DNMT3A";26648538;"WGS-Gene Panel";"Hematologic and lymphatic";"blood";"chronic_myelomonocytic_leukemia";"Recurrence-based";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";1244
1788;"DNMT3A";26908133;"WGS-WES";"Hematologic and lymphatic";"blood";"chronic_myelomonocytic_leukemia";"DrGap";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";1245
1788;"DNMT3A";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";1246
1788;"DNMT3A";24325359;"WES";"Hematologic and lymphatic";"blood";"myeloproliferative_neoplasm";"Paper-specific";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";1247
1788;"DNMT3A";27135926;"WGS";"Gynecologic";"breast";"breast_cancer";"Paper-specific";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";1248
1788;"DNMT3A";24413734;"WES";"Hematologic and lymphatic";"blood";"peripheral_T-cell_lymphoma";"Recurrence-based";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";1249
1788;"DNMT3A";31101826;"WES";"Skin";"skin";"cylindroma, spiradenocarcinoma, spiradenoma";"IntOGen, dNdScv";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";1250
1788;"DNMT3A";24413737;"WES";"Hematologic and lymphatic";"blood";"angioimmunoblastic_T-cell_lymphoma";"Recurrence-based";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";1251
1788;"DNMT3A";27236916;"WES-Gene Panel";"Endocrine";"thyroid";"papillary_thyroid_cancer";"Recurrence-based";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";1252
1278;"COL1A2";24120142;"WES";"Soft tissue";"brain";"glioblastoma";"InVEx, MutSig";"coding";"";"";"";"";"";"cancer";1253
1788;"DNMT3A";26457647;"WES-Gene Panel";"Hematologic and lymphatic";"blood";"juvenile_myelomonocytic_leukemia";"Paper-specific, Literature-based";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";1254
1788;"DNMT3A";23539594;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";1255
1278;"COL1A2";21798893;"WES";"Head and neck";"head_and_neck";"squamous_head_and_neck_cancer";"MutSig";"coding";"";"";"";"";"";"cancer";1256
1788;"DNMT3A";26939876;"Gene Panel";"Gynecologic";"breast";"triple_negative_breast_cancer";"Recurrence-based, Paper-specific";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";1257
1280;"COL2A1";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"fusion";"";"";"0.0";"0.0";"cancer";1258
1788;"DNMT3A";22817890;"WGS";"Hematologic and lymphatic";"blood";"acute_myeloid_leukemia";"Recurrence-based";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";1259
1280;"COL2A1";23770606;"WES";"Soft tissue";"bone";"chondrosarcoma";"Recurrence-based";"coding";"fusion";"";"";"0.0";"0.0";"cancer";1260
1281;"COL3A1";18772396;"WES";"Soft tissue";"brain";"glioblastoma";"Wood-based";"coding";"";"";"";"";"";"cancer";1261
1788;"DNMT3A";21399634;"WES";"Hematologic and lymphatic";"blood";"acute_monocytic_leukemia";"Recurrence-based";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";1262
1788;"DNMT3A";21909114;"WES";"Hematologic and lymphatic";"blood";"myelodysplasia";"Recurrence-based";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";1263
1789;"DNMT3B";26939876;"Gene Panel";"Gynecologic";"breast";"triple_negative_breast_cancer";"Recurrence-based, Paper-specific";"coding";"";"";"";"";"";"cancer";1264
1282;"COL4A1";26192917;"WES-Gene Panel";"Hematologic and lymphatic";"blood";"natural_killer/T_cell_lymphoma";"MuSiC";"coding";"";"";"";"";"";"cancer";1265
1794;"DOCK2";23525077;"WGS-WES";"Core gastrointestinal";"esophagus";"esophageal_adenocarcinoma";"MutSig";"coding";"";"";"";"";"";"cancer";1266
1284;"COL4A2";27311963;"WGS";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"noncoding";"";"";"";"";"";"cancer";1267
1284;"COL4A2";22941189;"WES";"Thoracic";"lung";"small_cell_lung_cancer";"Wood-based";"coding";"";"";"";"";"";"cancer";1268
1289;"COL5A1";29625053;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"PanSoftWare";"coding";"";"";"";"";"";"cancer";1269
1794;"DOCK2";18772397;"WES";"Developmental gastrointestinal";"pancreas";"pancreatic_ductal_adenocarcinoma";"Wood-based";"coding";"";"";"";"";"";"cancer";1270
1794;"DOCK2";26908133;"WGS-WES";"Hematologic and lymphatic";"blood";"chronic_myelomonocytic_leukemia";"DrGap";"coding";"";"";"";"";"";"cancer";1271
1289;"COL5A1";18772397;"WES";"Developmental gastrointestinal";"pancreas";"pancreatic_ductal_adenocarcinoma";"Wood-based";"coding";"";"";"";"";"";"cancer";1272
1804;"DPP6";18772397;"WES";"Developmental gastrointestinal";"pancreas";"pancreatic_ductal_adenocarcinoma";"Wood-based";"coding";"";"";"";"";"";"cancer";1273
1804;"DPP6";25961940;"WGS-WES";"Hematologic and lymphatic";"blood";"acute_lymphoblastic_leukemia";"MutSig";"coding";"";"";"";"";"";"cancer";1274
1804;"DPP6";22158541;"WES";"Hematologic and lymphatic";"blood";"chronic_lymphocytic_leukemia";"Recurrence-based";"coding";"";"";"";"";"";"cancer";1275
1633;"DCK";30606723;"WGS";"Hematologic and lymphatic";"blood";"dlblc, follicular_lymphoma";"Paper-specific";"noncoding";"";"";"";"";"";"cancer";1276
1289;"COL5A1";24390350;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MutSig";"coding";"";"";"";"";"";"cancer";1277
1635;"DCTD";26451490;"WES";"Gynecologic";"breast";"breast_cancer";"MutSig";"coding";"";"";"";"";"";"cancer";1278
1289;"COL5A1";28551381;"WES-Gene Panel";"Core gastrointestinal";"colorectal";"colorectal_adenocarcinoma";"Recurrence-based";"coding";"";"";"";"";"";"cancer";1279
1636;"ACE";23143597;"WES";"Hematologic and lymphatic";"blood";"burkitt lymphoma";"Recurrence-based";"coding";"";"";"";"";"";"cancer";1280
1499;"CTNNB1";25576899;"WES-Gene Panel";"Endocrine";"thyroid";"anaplastic_thyroid_carcinoma";"Recurrence-based, Literature-based";"coding";"oncogene, fusion";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";1281
1499;"CTNNB1";24390350;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MutSig";"coding";"oncogene, fusion";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";1282
1639;"DCTN1";23583981;"WGS-WES";"Soft tissue";"brain";"paediatric_low_grade_glioma";"MuSiC, Paper-specific";"coding";"";"";"";"";"";"cancer";1283
1499;"CTNNB1";21822264;"WES";"Developmental gastrointestinal";"hepatobiliary";"hepatocellular_carcinoma";"Recurrence-based";"coding";"oncogene, fusion";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";1284
1806;"DPYD";21804550;"WES";"Hematologic and lymphatic";"blood";"diffuse_large_B-cell_lymphoma";"Paper-specific";"coding";"";"";"";"";"";"cancer";1285
1643;"DDB2";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"oncogene, TSG";"";"";"0.0";"0.0";"cancer";1286
1807;"DPYS";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";1287
1936;"EEF1D";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";1288
1811;"SLC26A3";24120142;"WES";"Soft tissue";"brain";"glioblastoma";"InVEx, MutSig";"coding";"";"";"";"";"";"cancer";1289
1499;"CTNNB1";22327622;"Gene Panel";"Thoracic";"lung";"non-small_cell_lung_cancer";"Recurrence-based";"coding";"oncogene, fusion";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";1290
1646;"AKR1C2";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";1291
1811;"SLC26A3";24390350;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MutSig";"coding";"";"";"";"";"";"cancer";1292
1938;"EEF2";29625053;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"PanSoftWare";"coding";"";"";"";"";"";"cancer";1293
1814;"DRD3";27149842;"WES";"Core gastrointestinal";"colorectal";"colorectal_adenocarcinoma";"MutSig";"coding";"";"";"";"";"";"cancer";1294
1956;"EGFR";29625053;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"PanSoftWare";"coding";"oncogene";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";1295
1649;"DDIT3";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"oncogene, fusion";"";"";"1.0";"0.0";"cancer";1296
1956;"EGFR";27158780;"WES";"Thoracic";"lung";"lung_cancer_(all_histologies)";"MutSig";"coding";"oncogene";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";1297
1816;"DRD5";24120142;"WES";"Soft tissue";"brain";"glioblastoma";"InVEx, MutSig";"coding";"";"";"";"";"";"cancer";1298
2033;"EP300";24390350;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MutSig";"coding";"TSG, fusion";"TSG";"TSG";"0.0";"1.0";"cancer";1299
1956;"EGFR";18772890;"Gene Panel";"Soft tissue";"brain";"glioblastoma";"Wood-based";"coding";"oncogene";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";1300
1649;"DDIT3";27311963;"WGS";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"noncoding";"oncogene, fusion";"";"";"1.0";"0.0";"cancer";1301
1816;"DRD5";28362259;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncdDetect";"noncoding";"";"";"";"";"";"cancer";1302
1956;"EGFR";24120142;"WES";"Soft tissue";"brain";"glioblastoma";"InVEx, MutSig";"coding";"oncogene";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";1303
2033;"EP300";28098136;"WGS-WES";"Head and neck";"head_and_neck";"nasopharyngeal_carcinoma";"MutSig";"coding";"TSG, fusion";"TSG";"TSG";"0.0";"1.0";"cancer";1304
1823;"DSC1";22197931;"WES";"Skin";"skin";"melanoma";"Recurrence-based";"coding";"";"";"";"";"";"cancer";1305
1654;"DDX3X";29625053;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"PanSoftWare";"coding";"TSG";"";"";"0.0";"1.0";"cancer";1306
1956;"EGFR";25079552;"WES";"Thoracic";"lung";"lung_adenocarcinoma";"MutSig";"coding";"oncogene";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";1307
2033;"EP300";24686850;"WES";"Core gastrointestinal";"esophagus";"esophageal_squamous_carcinoma";"MutSig";"coding";"TSG, fusion";"TSG";"TSG";"0.0";"1.0";"cancer";1308
1825;"DSC3";21804550;"WES";"Hematologic and lymphatic";"blood";"diffuse_large_B-cell_lymphoma";"Paper-specific";"coding";"";"";"";"";"";"cancer";1309
1654;"DDX3X";26928227;"WGS-WES-Gene Panel";"Thoracic";"pleura";"malignant pleural mesothelioma";"MuSiC";"coding";"TSG";"";"";"0.0";"1.0";"cancer";1310
1956;"EGFR";26061751;"WES";"Soft tissue";"brain";"low_grade_glioma";"MutSig";"coding";"oncogene";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";1311
2033;"EP300";29489755;"Pan-cancer";"Multiple";"multiple";"pan-cancer_paediatric";"GRIN, MutSig";"coding";"TSG, fusion";"TSG";"TSG";"0.0";"1.0";"cancer";1312
1654;"DDX3X";26091043;"WES";"Skin";"skin";"melanoma";"InVEx, MutSig";"coding";"TSG";"";"";"0.0";"1.0";"cancer";1313
1956;"EGFR";26824661;"WGS-WES";"Soft tissue";"brain";"pan-glioma";"MutSig";"coding";"oncogene";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";1314
2033;"EP300";31444325;"WGS-WES";"Hematologic and lymphatic";"blood";"multiple_myeloma";"dNdScv";"coding";"TSG, fusion";"TSG";"TSG";"0.0";"1.0";"cancer";1315
2033;"EP300";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"TSG, fusion";"TSG";"TSG";"0.0";"1.0";"cancer";1316
1828;"DSG1";23583981;"WGS-WES";"Soft tissue";"brain";"paediatric_low_grade_glioma";"MuSiC, Paper-specific";"coding";"";"";"";"";"";"cancer";1317
1956;"EGFR";18948947;"Gene Panel";"Thoracic";"lung";"lung_adenocarcinoma";"MuSiC";"coding";"oncogene";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";1318
2033;"EP300";21390126;"WES";"Hematologic and lymphatic";"blood";"diffuse_large_B-cell_lymphoma";"Recurrence-based";"coding";"TSG, fusion";"TSG";"TSG";"0.0";"1.0";"cancer";1319
